"TRAN_ID","FUND","TRAN_TYPE","INVST_TYP","ASSET","QTY","PRICE","SENDER_ID","CCY","TRADE_DATE","SETTLE_DATE","TRAN_CODE","LOC","MSG_TYP","INVEST_MANAGER","PROCESS_GROUP"
"FTT0CD6DA5","TP16","Security","41","DUMMY","128","64.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064907","TP16","Security","41","DUMMY","129","65","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064A6F","TP16","Security","41","DUMMY","130","65.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6DF3","TP16","Security","41","DUMMY","131","66","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064B9C","TP16","Security","41","DUMMY","132","66.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064C80","TP16","Security","41","DUMMY","133","67","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSHARES","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6E2B","TP16","Security","41","DUMMY","134","67.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064DF3","TP16","Security","41","DUMMY","135","68","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064E75","TP16","Security","41","DUMMY","136","68.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6E50","TP16","Security","41","DUMMY","137","69","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8064F8A","TP16","Security","41","DUMMY","138","69.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6E66","TP16","Security","41","DUMMY","139","70","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6E7F","TP16","Security","41","DUMMY","140","70.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8065115","TP16","Security","41","DUMMY","141","71","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8065196","TP16","Security","41","DUMMY","142","71.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6E9F","TP16","Security","41","DUMMY","143","72","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMHVWYYU","MTX1","Security","41","DUMMY","144","72.5","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FTT806529E","TP16","Security","41","DUMMY","145","73","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80652C5","TP16","Security","41","DUMMY","146","73.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8065392","TP16","Security","41","DUMMY","147","74","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80653DD","TP16","Security","41","DUMMY","148","74.5","FAXSENDER","USD","2018-04-18","2018-04-18","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806542D","TP16","Security","41","DUMMY","149","75","FAXSENDER","USD","2018-04-18","2018-04-18","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6EE2","TP16","Security","41","DUMMY","150","75.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806555F","TP16","Security","41","DUMMY","151","76","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80655D2","TP16","Security","41","DUMMY","152","76.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD6F16","TP16","3P FX","41","DUMMY","153","77","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80657C0","TP16","Security","41","DUMMY","154","77.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8065834","TP16","3P FX","41","DUMMY","155","78","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD74AA","TP16","Security","41","DUMMY","156","78.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8066E1B","TP16","Security","41","DUMMY","157","79","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD717B","TP16","Security","41","DUMMY","158","79.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8066F29","TP16","Security","41","DUMMY","159","80","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067006","TP16","Security","41","DUMMY","160","80.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806711D","TP16","Security","41","DUMMY","161","81","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD71CD","TP16","Security","41","DUMMY","162","81.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80671FE","TP16","Security","41","DUMMY","163","82","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067313","TP16","Security","41","DUMMY","164","82.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067389","TP16","Security","41","DUMMY","165","83","FAXSENDER","USD","2018-04-18","2018-04-18","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80673FE","TP16","Security","41","DUMMY","166","83.5","FAXSENDER","USD","2018-04-18","2018-04-18","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806749D","TP16","Security","41","DUMMY","167","84","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806751C","TP16","Security","41","DUMMY","168","84.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80675ED","TP16","Security","41","DUMMY","169","85","FAXSENDER","USD","2018-04-18","2018-04-18","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD724D","TP16","Security","41","DUMMY","170","85.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80677CC","TP16","Security","41","DUMMY","171","86","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067A1D","TP16","Security","41","DUMMY","172","86.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067B4A","TP16","Security","41","DUMMY","173","87","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD72D6","TP16","Security","41","DUMMY","174","87.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8067D2F","TP16","Security","41","DUMMY","175","88","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD7304","TP16","Security","41","DUMMY","176","88.5","FAXSENDER","USD","2018-05-28","2018-05-28","COLLSEGSHR","DTC","MT540","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD75AB","HGG1","Security","41","DUMMY","177","89","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT80698A7","HGG1","Security","41","DUMMY","178","89.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069956","HGG1","Security","41","DUMMY","179","90","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT806997B","HGG1","Security","41","DUMMY","180","90.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069A2A","HGG1","Security","41","DUMMY","181","91","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069A9C","HGG1","Security","41","DUMMY","182","91.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069AEC","HGG1","Security","41","DUMMY","183","92","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CD75EE","HGG1","Security","41","DUMMY","184","92.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069C10","HGG1","Security","41","DUMMY","185","93","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT8069C97","HGG1","Security","41","DUMMY","186","93.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT6008JMHZSXJ5","MTX1","Security","41","DUMMY","187","94","FAXSENDER","USD","2018-09-25","2018-09-25","BUY","DTC","MT541","BLACKROCK","IMPFAX1"
"FTT0CD762D","HGG1","Security","41","DUMMY","188","94.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMI00SND","TSM3","Derivative","41","DUMMY","189","95","FAXSENDER","USD","2018-09-25","2018-09-25","SWAPTRADE","FED","UNKNOWN","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMI0C01A","TSM1","Derivative","41","DUMMY","190","95.5","FAXSENDER","USD","2018-09-25","2018-09-25","OPTTRADE","FED","UNKNOWN","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMI0SSEX","MTX1","Security","41","DUMMY","191","96","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT6008JMI14R3K","MTX1","Security","41","DUMMY","192","96.5","FAXSENDER","USD","2018-09-25","2018-09-25","BUY","DTC","MT541","BLACKROCK","IMPFAX1"
"FT6008JMI1784A","MTX1","Security","41","DUMMY","193","97","FAXSENDER","USD","2018-09-25","2018-09-25","BUY","DTC","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1F6HX","MTX1","Security","41","DUMMY","194","97.5","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1DXC6","MTX1","Security","41","DUMMY","195","98","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1GCTV","MTX1","Security","41","DUMMY","196","98.5","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1HGB7","MTX1","Security","41","DUMMY","197","99","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1IPW0","MTX1","Security","41","DUMMY","198","99.5","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1KB31","MTX1","Security","41","DUMMY","199","100","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1MIH7","MTX1","Security","41","DUMMY","200","100.5","FAXSENDER","CAD","2018-09-25","2018-09-25","BUY","CAD","MT541","BLACKROCK","IMPFAX1"
"FT5813JMI1QUX3","TSM2","Derivative","41","DUMMY","201","101","FAXSENDER","USD","2018-09-25","2018-09-25","FUTTRADE","FED","UNKNOWN","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CEF3ED","HGG1","Security","41","DUMMY","202","101.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47E549","HGG1","Security","41","DUMMY","203","102","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CEF70F","HGG1","Security","41","DUMMY","204","102.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CEF7BF","HGG1","Security","41","DUMMY","205","103","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CF96AF","HGG1","Security","41","DUMMY","206","103.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMIZT3JX","MTX1","3P FX","41","DUMMY","207","104","FAXSENDER","USD","2018-09-26","2018-09-26","3PRTYFX","FED","MT304","BLACKROCK","IMPTCLGTPMTEX"
"FT5813JMJ09LWQ","MTX1","3P FX","41","DUMMY","208","104.5","FAXSENDER","USD","2018-09-26","2018-09-26","3PRTYFX","FED","MT304","BLACKROCK","IMPTCLGTPMTEX"
"FTTB47FA29","HGG1","Security","41","DUMMY","209","105","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC607","HGG1","Security","41","DUMMY","210","105.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC6BE","HGG1","Security","41","DUMMY","211","106","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC745","HGG1","Security","41","DUMMY","212","106.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC7F5","HGG1","Security","41","DUMMY","213","107","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC84F","HGG1","Security","41","DUMMY","214","107.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC934","HGG1","Security","41","DUMMY","215","108","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFC9E1","HGG1","Security","41","DUMMY","216","108.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMJ133NR","MTX1","3P FX","41","DUMMY","217","109","FAXSENDER","USD","2018-09-26","2018-09-26","3PRTYFX","FED","MT304","AMERICAN CAPITAL","IMPTCLGTPMTEX"
"FTT120CC74","HGG1","Security","41","DUMMY","218","109.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FCC5","HGG1","Security","41","DUMMY","219","110","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT120CC9C","HGG1","Security","41","DUMMY","220","110.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FD75","HGG1","Security","41","DUMMY","221","111","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FF13","HGG1","Security","41","DUMMY","222","111.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FEB8","HGG1","Security","41","DUMMY","223","112","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FT5813JMJ1OK15","MTX1","Cash","41","DUMMY","224","112.5","FAXSENDER","USD","2018-10-07","2018-10-07","COLLSEGCSH","FED","MT210","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FC9F","HGG1","Security","41","DUMMY","225","113","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFDE4E","HGG1","Security","41","DUMMY","226","113.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FCCD","HGG1","Security","41","DUMMY","227","114","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFDF57","HGG1","Security","41","DUMMY","228","114.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE094","HGG1","Security","41","DUMMY","229","115","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE0EC","HGG1","Security","41","DUMMY","230","115.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FD07","HGG1","Security","41","DUMMY","231","116","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE237","HGG1","Security","41","DUMMY","232","116.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE345","HGG1","Security","41","DUMMY","233","117","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE39D","HGG1","Security","41","DUMMY","234","117.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE4CE","HGG1","Security","41","DUMMY","235","118","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FD58","HGG1","Security","41","DUMMY","236","118.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE66A","HGG1","Security","41","DUMMY","237","119","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE6C4","HGG1","Security","41","DUMMY","238","119.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE80C","HGG1","Security","41","DUMMY","239","120","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE866","HGG1","Security","41","DUMMY","240","120.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFE9A3","HGG1","Security","41","DUMMY","241","121","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFEA53","HGG1","Security","41","DUMMY","242","121.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFEB35","HGG1","Security","41","DUMMY","243","122","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFEBE5","HGG1","Security","41","DUMMY","244","122.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FE1F","HGG1","Security","41","DUMMY","245","123","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFED7E","HGG1","Security","41","DUMMY","246","123.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFEE8B","HGG1","Security","41","DUMMY","247","124","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFEF12","HGG1","Security","41","DUMMY","248","124.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB47FE6D","HGG1","Security","41","DUMMY","249","125","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0CFF0F6","HGG1","Security","41","DUMMY","250","125.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT120CCD0","HGG1","Security","41","DUMMY","251","126","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB4800A4","HGG1","Security","41","DUMMY","252","126.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB4801C1","HGG1","Security","41","DUMMY","253","127","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB4802A1","HGG1","Security","41","DUMMY","254","127.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTTB48034B","HGG1","Security","41","DUMMY","255","128","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT120CD2A","HGG1","Security","41","DUMMY","256","128.5","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
"FTT0D00605","HGG1","Security","41","DUMMY","257","129","FAXSENDER","USD","2018-05-28","2018-05-28","FREESELL","DTC","MT542","AMERICAN CAPITAL","IMP ATIVO CAPITAL MANAGEMENT"
